,Order,Family,Genus,Species,animal,TOTALINNOVATIONS2025,FOODINNO2025,TECHINNO2025,TOTALINNOVATIONS2025_ResEff,FOODINNO2025_ResEff,TECHINNO2025_ResEff,Range.Size,ResearchEffort,DietBreadth,HabitatBreadth,GenerationLength,GenerationLengthFULL,MaxLongevity,Insularity,UrbanFULL,IUCNStatus2019,StatusCode,PopulationTrend2019,TrendCode,HabitatDestruction,Overexploitation,InvasiveSpecies,CriterionB,Brain_size,Relative_brain_size,Beak_length.Culmen,Beak_length.Nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1,Hand.Wing_index,Tail_length,Mass,Habitat,Habitat_density,Migration,Trophic_level,Trophic_niche,Primary_lifestyle,Range_size,buildingcoll,lbuildingcoll,buildingcoll_mig,lbuildingcoll_mig,buildingcoll_nonmig,lbuildingcoll_nonmig,rawtowercoll,ltowercollnonzero,rawturbinecoll,lturbinecollnonxero,ALLcoll,Abundance.estimate
11,PASSERIFORMES,ACANTHIZIDAE,Acanthiza,Acanthiza_nana,Acanthiza_nana,0,0,0,-0.23557456,-0.15992739,-0.117195563,2021416.13,4,2,4.845104539,5.7,2.801969371,14.2,0,1,Least-Concern,1,decreasing,1,0,0,0,NO,0.37,-0.07,10,5.2,2.1,2.7,17.2,49.1,8.8,40.8,17.8,36.8,6.19,Shrubland,2,1,Carnivore,Invertivore,Insessorial,2021416.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2512896
12,PASSERIFORMES,ACANTHIZIDAE,Acanthiza,Acanthiza_reguloides,Acanthiza_reguloides,0,0,0,-0.397411108,-0.270838494,-0.21258829,1843422.3,13,3,3.19058317,5.7,2.650466523,11.63134294,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,0.405,-0.102,11,6,2.2,2.6,16.7,52,7.3,44.7,14,38.9,7.7,Forest,2,1,Carnivore,Invertivore,Insessorial,1843422.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514367
13,PASSERIFORMES,ACANTHIZIDAE,Acanthiza,Acanthiza_uropygialis,Acanthiza_uropygialis,1,0,1,0.428915147,-0.179567157,0.559059793,4788831.67,5,3,3.813500145,5.7,2.732433321,12.63143483,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,0.362,-0.11,10.2,5.3,2,2.3,18,51.8,7.9,44.6,15,38.3,6.4,Woodland,2,1,Carnivore,Invertivore,Insessorial,4788831.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6679049
14,PASSERIFORMES,MELIPHAGIDAE,Acanthorhynchus,Acanthorhynchus_superciliosus,Acanthorhynchus_superciliosus,0,0,0,-0.327963421,-0.223244055,-0.171653135,182218.54,8,2,3.541281875,5.6,2.564395028,9.856740676,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,23.6,15.5,2.3,2.8,19.9,61.3,9.5,50.1,15.9,54.3,9.72,Shrubland,2,1,Herbivore,Nectarivore,Insessorial,182218.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327080
15,PASSERIFORMES,MELIPHAGIDAE,Acanthorhynchus,Acanthorhynchus_tenuirostris,Acanthorhynchus_tenuirostris,0,0,0,-0.475441524,-0.324314917,-0.258582439,763502.74,22,2,4.5746698,5.6,3.100284106,15.5,0,1,Least-Concern,1,decreasing,1,0,0,0,NO,0.485,-0.092,26.8,18.9,2.3,2.7,18,65.6,14.2,54.6,20.6,57.1,10.44,Forest,2,1,Omnivore,Nectarivore,Insessorial,763502.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2484745
16,PASSERIFORMES,ACANTHIZIDAE,Acanthornis,Acanthornis_magna,Acanthornis_magna,0,0,0,0.017398403,0.013442044,0.031916496,45032.53,0,1,1.518684604,5.3,2.220154725,7.728109163,1,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,15.2,8.4,2.3,2.9,21.9,56,9.2,46.1,16.6,48,10.18,Forest,1,1,Carnivore,Invertivore,Generalist,45032.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14644
17,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_brachyurus,Accipiter_brachyurus,0,0,0,-0.091551122,-0.061224107,-0.032302573,35580.71,1,1,1.469689958,5,3.944909493,11.49652641,1,0,Vulnerable,3,decreasing,1,1,0,0,NO,NA,NA,22.5,14,8.9,11.9,61.2,202.2,64.1,138.1,31.7,140.8,142,Forest,1,2,Carnivore,Vertivore,Insessorial,35580.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_butleri,Accipiter_butleri,0,0,0,-0.091551122,-0.061224107,-0.032302573,327.84,1,2,0.999801035,7.2,4.902992063,13.60850688,1,0,Vulnerable,3,decreasing,1,1,1,0,NO,NA,NA,20,11.9,6.6,12,48.7,166,42.9,123.1,25.8,127,122,Forest,1,1,Carnivore,Vertivore,Insessorial,327.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_castanilius,Accipiter_castanilius,0,0,0,-0.155282509,-0.104901006,-0.069868319,2096401.63,2,2,0.999801035,7.2,3.805240172,11.58359309,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,20.5,11.5,8.3,10.9,52.6,163.5,38.9,123.1,24,135.4,157.51,Forest,1,2,Carnivore,Vertivore,Insessorial,2096401.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_cirrocephalus,Accipiter_cirrocephalus,2,1,1,0.898111642,0.557256922,0.59662554,5488639.45,3,2,4.361082014,7.2,3.763725264,12.32554007,0,1,Least-Concern,1,decreasing,1,0,0,0,NO,2.379,-0.054,19.2,10.6,7.7,9.6,60.3,213,81.3,133.7,37.8,155.4,165.73,Forest,1,2,Carnivore,Vertivore,Generalist,5488639.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764248
21,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_erythrauchen,Accipiter_erythrauchen,0,0,0,0.017398403,0.013442044,0.031916496,48150.32,0,1,1.943781776,7.2,4.159541235,11.57860476,1,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,21.1,12.2,8.6,11.2,59.5,191.2,58.9,132.4,30.8,154.8,156,Forest,1,1,Carnivore,Vertivore,Generalist,48150.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6603
22,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_erythropus,Accipiter_erythropus,0,0,0,-0.200500647,-0.135890258,-0.096521641,3904812.09,3,2,2.200091943,7.2,3.98989247,11.44822129,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,17.6,9.7,7.2,9.6,43,154.6,40.9,110.1,27.1,104.4,111.2,Forest,1,1,Carnivore,Vertivore,Insessorial,3904812.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225968
23,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_fasciatus,Accipiter_fasciatus,7,4,3,1.478831897,1.199341788,1.053932986,8180196.71,50,3,4.162281625,7.2,5.133306631,15.14615377,0,1,Least-Concern,1,decreasing,1,0,0,0,NO,4.537,0.159,28.5,19.1,11.2,15.2,71.9,269.9,103.6,167.3,38.3,206,358.66,Forest,1,1,Carnivore,Vertivore,Generalist,8180196.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570418
24,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_griseiceps,Accipiter_griseiceps,0,0,0,0.017398403,0.013442044,0.031916496,140604.94,0,2,2.632620604,7.2,4.634749854,12.69666765,1,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,24.1,14.6,8.8,12.4,52,187.2,50,137.3,26.8,141.2,251.76,Forest,1,1,Carnivore,Vertivore,Insessorial,140604.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107941
25,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_gundlachi,Accipiter_gundlachi,0,0,0,-0.23557456,-0.15992739,-0.117195563,33511.43,4,1,2.261727762,7.2,5.292285909,16.05410456,1,0,Endangered,4,decreasing,1,1,1,0,NO,NA,NA,26,15.2,8.3,16.3,71.3,228,61.8,166.2,27.1,223,675,Forest,1,1,Carnivore,Vertivore,Aerial,33511.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34524
26,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_henicogrammus,Accipiter_henicogrammus,0,0,0,0.017398403,0.013442044,0.031916496,22781.85,0,2,1.469689958,7.2,4.878903884,13.35028148,1,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,27.9,15.9,10,13.6,65.1,230.2,72,160.5,31.1,190,358.7,Forest,1,1,Carnivore,Vertivore,Insessorial,22781.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3279
27,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_henstii,Accipiter_henstii,0,0,0,-0.344524086,-0.234593541,-0.181414632,434639.7,9,1,2.781669796,7.2,6.931780859,18.72414222,1,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,32.6,18.1,11.8,17.2,75,290.5,78,212.5,27,245,1050,Forest,1,1,Carnivore,Vertivore,Insessorial,434639.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56386
28,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_imitator,Accipiter_imitator,0,0,0,-0.155282509,-0.104901006,-0.069868319,10050.21,2,2,1.469689958,7.2,4.477850349,12.56372112,1,0,Vulnerable,3,decreasing,1,1,0,1,NO,NA,NA,26.4,16.8,9.1,12.2,49.6,200,60,140,30,161,222.49,Forest,1,1,Carnivore,Vertivore,Insessorial,10050.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_luteoschistaceus,Accipiter_luteoschistaceus,0,0,0,-0.091551122,-0.061224107,-0.032302573,28814.74,1,2,2.326479647,5,4.357830525,12.42598483,1,0,Vulnerable,3,decreasing,1,1,0,1,NO,NA,NA,26.4,16.8,7.8,11.9,51.5,188,57,131,30.3,146,214,Forest,1,1,Carnivore,Vertivore,Insessorial,28814.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_madagascariensis,Accipiter_madagascariensis,0,0,0,-0.155282509,-0.104901006,-0.069868319,476517.51,2,2,2.799089954,7.2,4.11171893,12.66166994,1,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,19.7,10.7,7.4,9.4,58,190.8,54.5,136.2,28.7,149.5,180.41,Forest,1,1,Carnivore,Vertivore,Insessorial,476517.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152775
31,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_melanoleucus,Accipiter_melanoleucus,0,0,0,-0.612477993,-0.418229835,-0.339357039,9067092.6,54,1,3.451509223,6.4,6.269400457,15.59551705,0,1,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,29.6,18,10.3,16.3,75.8,302.8,107.2,200.8,35,219.4,698.99,Forest,1,1,Carnivore,Vertivore,Generalist,9067092.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538714
32,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_meyerianus,Accipiter_meyerianus,0,0,0,-0.23557456,-0.15992739,-0.117195563,269144.41,4,1,1.469689958,7.2,5.72110889,15.83134492,1,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,35,20.6,12.6,18.6,75.4,309.5,102,207.5,33,200,763.54,Forest,1,1,Carnivore,Vertivore,Generalist,269144.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42652
33,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_nanus,Accipiter_nanus,0,0,0,0.017398403,0.013442044,0.031916496,110477,0,2,1.469689958,7.2,4.711311397,12.03390368,1,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,17.6,10.6,7.6,10.1,46.6,152.4,44.9,107.5,29.5,109,117,Forest,1,1,Carnivore,Invertivore,Insessorial,110477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151129
34,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_novaehollandiae,Accipiter_novaehollandiae,2,2,0,0.623170764,0.774297372,-0.258582439,1807067.3,22,2,2.55429831,7.2,5.038495792,14.99348307,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,4.702,0.248,31.6,19.9,11.5,16.5,69,261.9,76,188.3,28.9,183.6,326.06,Forest,1,1,Carnivore,Vertivore,Insessorial,1807067.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190895
35,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_princeps,Accipiter_princeps,0,0,0,0.017398403,0.013442044,0.031916496,11549.62,0,2,1.469689958,10,4.746659762,13.09386831,1,0,Vulnerable,3,decreasing,1,1,0,0,NO,NA,NA,33.6,22.2,13.8,17.8,68,266.3,77.8,188.5,29.2,192.3,214.8,Forest,1,1,Carnivore,Vertivore,Insessorial,11549.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_rhodogaster,Accipiter_rhodogaster,0,0,0,0.017398403,0.013442044,0.031916496,146036.85,0,2,2.540138031,7.2,4.229606226,11.82389842,1,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,20.5,11.8,7.9,10.8,53.4,172.6,51.6,122.4,29.7,125.8,172.71,Forest,1,1,Carnivore,Vertivore,Insessorial,146036.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22007
37,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_superciliosus,Accipiter_superciliosus,1,1,0,0.428915147,0.513580024,-0.134087388,8560355.56,5,1,1.469689958,7.2,3.908627705,11.32252855,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,19.4,10.8,6.7,10.4,37.4,146.4,38.6,105.2,26.9,104.6,96.38,Forest,1,1,Carnivore,Vertivore,Aerial,8560355.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566024
38,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_tachiro,Accipiter_tachiro,1,0,1,0.130724044,-0.383925844,0.383294412,5174215.21,39,2,3.282763636,7.2,5.193819938,14.65855057,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,4.201,0.2,18,15.3,9.1,12.4,65.7,217.4,55.6,161.8,25.7,175,290.2,Forest,1,1,Carnivore,Vertivore,Aerial,5174215.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486611
39,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,Accipiter_trivirgatus,Accipiter_trivirgatus,2,2,0,0.690356816,0.820341849,-0.218980378,3366430.69,14,2,2.552384208,7.2,5.016986921,14.08696097,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,31.7,17.3,10.5,14.1,56.9,216.2,49.6,166.1,23,171.9,265.04,Forest,1,1,Carnivore,Vertivore,Insessorial,3366430.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013499
40,BUCEROTIFORMES,BUCEROTIDAE,Aceros,Aceros_nipalensis,Aceros_nipalensis,0,0,0,-0.359505029,-0.2448604,-0.19024498,284350.69,10,1,1.469689958,19,9.550671919,26.65872985,0,0,Vulnerable,3,decreasing,1,1,1,0,NO,NA,NA,204,177.7,45.4,75.1,74.7,431.7,93.1,338.6,21.6,457.7,2385,Forest,1,1,Herbivore,Frugivore,Insessorial,284350.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52477
41,PASSERIFORMES,STURNIDAE,Acridotheres,Acridotheres_fuscus,Acridotheres_fuscus,5,2,3,1.338285858,0.789352596,1.140660661,2411128.95,19,3,2.274829601,3.9,2.674915747,9.123868485,0,0,Least-Concern,1,decreasing,1,0,0,0,NO,NA,NA,27.2,16.1,6.6,7.3,36.5,123.6,30.7,93.6,24.7,74.9,82.8,Woodland,2,2,Omnivore,Omnivore,Insessorial,2411128.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9213871
42,PASSERIFORMES,STURNIDAE,Acridotheres,Acridotheres_javanicus,Acridotheres_grandis,14,9,5,2.348545172,2.057724693,1.60151449,130826.23,10,2,3.068778067,3.9,2.781843911,9.788888889,0,0,Vulnerable,3,decreasing,1,1,1,0,NO,NA,NA,25.9,14.7,5.9,7.2,35.9,122.6,26.1,96.5,21.3,70.5,93.5,Grassland,3,1,Omnivore,Invertivore,Generalist,130826.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8462034
43,PASSERIFORMES,STURNIDAE,Acridotheres,Acridotheres_melanopterus,Sturnus_melanopterus,0,0,0,-0.091551122,-0.061224107,-0.032302573,38.7,1,3,3.158950779,4.4,2.781843911,9.788888889,1,0,Critically-Endangered,5,decreasing,1,1,1,0,NO,NA,NA,25.4,14.8,5.5,6.2,35.8,124.2,28.4,95.6,22.9,72.6,89,Woodland,3,1,Herbivore,Omnivore,Insessorial,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,PASSERIFORMES,STURNIDAE,Acridotheres,Acridotheres_tertius,Sturnus_melanopterus,0,0,0,0.017398403,0.013442044,0.031916496,134.74,0,3,3.158950779,4.4,2.781843911,9.788888889,1,0,Critically-Endangered,5,decreasing,1,1,1,0,NO,NA,NA,25.4,14.8,5.5,6.2,35.8,124.2,28.4,95.6,22.9,72.6,89,Grassland,3,2,Omnivore,Omnivore,Generalist,134.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,PASSERIFORMES,STURNIDAE,Acridotheres,Acridotheres_tricolor,Sturnus_melanopterus,0,0,0,0.017398403,0.013442044,0.031916496,641.98,0,3,3.158950779,4.4,2.781843911,9.788888889,1,0,Critically-Endangered,5,decreasing,1,1,1,0,NO,NA,NA,25.4,14.8,5.5,6.2,35.8,124.2,28.4,95.6,22.9,72.6,89,Grassland,3,2,Omnivore,Omnivore,Generalist,641.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,PASSERIFORMES,FURNARIIDAE,Acrobatornis,Acrobatornis_fonsecai,Acrobatornis_fonsecai,0,0,0,-0.155282509,-0.104901006,-0.069868319,3689.54,2,1,1.632980333,3.8,2.507388232,7.556301524,0,0,Vulnerable,3,decreasing,1,1,0,0,NO,NA,NA,10.4,7.3,3,3.6,17.6,62.9,13.6,48.3,21.2,56.6,13.7,Forest,1,1,Carnivore,Invertivore,Insessorial,3689.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1239
47,CORACIIFORMES,ALCEDINIDAE,Actenoides,Actenoides_bougainvillei,Actenoides_bougainvillei,0,0,0,0.017398403,0.013442044,0.031916496,6382.98,0,2,1.469689958,6.6,4.950919286,17.98210448,1,0,Endangered,4,decreasing,1,1,0,1,NO,NA,NA,52,37.4,14,15.9,20.3,129,24.4,104.6,18.9,96.5,188,Forest,1,1,Carnivore,Invertivore,Insessorial,6382.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,CORACIIFORMES,ALCEDINIDAE,Actenoides,Actenoides_capucinus,Actenoides_monachus,0,0,0,0.017398403,0.013442044,0.031916496,64905.92,0,1,0.999801035,6.6,4.401714985,14.77184418,1,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,56.3,42.4,14.1,19.4,22.4,147.7,28.8,121.5,19.2,117.6,150,Forest,1,1,Carnivore,Invertivore,Insessorial,64905.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394717
49,CORACIIFORMES,ALCEDINIDAE,Actenoides,Actenoides_concretus,Actenoides_concretus,0,0,0,0.017398403,0.013442044,0.031916496,1024430.32,0,2,1.469689958,6.6,5.187716227,20,0,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,48.9,37.5,12.8,13.4,14.9,110.8,23.7,87,21.5,58.5,73.47,Forest,1,1,Carnivore,Invertivore,Insessorial,1024430.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104034
50,CORACIIFORMES,ALCEDINIDAE,Actenoides,Actenoides_monachus,Actenoides_monachus,0,0,0,-0.091551122,-0.061224107,-0.032302573,72249.86,1,1,0.999801035,6.6,4.401714985,14.77184418,1,0,Near-Threatened,2,decreasing,1,1,0,0,NO,NA,NA,52.1,39.2,13.1,15,22.4,140.4,27,114.7,19.1,110.9,150,Forest,1,1,Carnivore,Invertivore,Insessorial,72249.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394717
